Id,Name,Ratings,Price_Rs,Original_Price_Rs,Discount_Element,Annual_Power_Usage,Room_Size_sqft,Warranty
282,"LG AI Convertible 6-in-1 Cooling 2023 Model 2 Ton 3 Star Split Inverter 4 Way Swing, HD Filter with An...",4.1,"54,990","85,990",36%, 1232.78 kWh, 151 - 200 ,1 Year Warranty on Product
283,Voltas 2 in 1 Convertible Cooling 1.2 Ton 3 Star Split Inverter Expandable AC  - White,4.2,"26,366","54,990",52%, 1700 kWh, 91 - 110 ,1 Year on Product and 5 Years on Compressor from Voltas
284,Hitachi Ice Clean Frost Wash Technology 2023 Model 2 Ton 3 Star Split Inverter Xpandable plus Ambience...,4,"45,990","81,100",43%, 1397.61 kWh, 151 - 200 ,1 Year Warranty on Product
285,Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,N/A,"45,940","74,100",38%, 758.52 W, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
286,"Godrej 1 Ton 5 Star Split Dual Inverter With Anti-Virus Protection AC  - White, Silver",4.1,"33,999","48,000",29%, 584.46 kWh,90,1 Year Warranty on Product and 10 Years on Compressor
287,Sansui 2023 Model 1.5 Ton Split Inverter AC  - White,N/A,"28,925","57,500",49%, 111 - 150 sqft,,
288,"LG Convertible 5-in-1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Ant...",4.1,"39,490","78,990",50%, 852.44 kWh, 111 - 150 ,1 Year Warranty on Product
289,ONIDA 1.5 Ton 3 Star Split Inverter AC  - White,4.1,"26,828","54,990",51%, 1027.12 kWh, 111 - 150 ,1 Year Warranty on Product and 5 Years on Compressor from Onida
290,Lloyd 1.5 Ton 5 Star Split AC  - White,3,"43,990","66,990",34%, 780.56 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
291,Lloyd 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,3.3,"37,990","59,990",36%, 751.65 W, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
292,"LG Super Convertible 6-in-1 Cooling 1 Ton 5 Star Split Inverter AI, 4 Way Swing, HD Filter with Anti-V...",4.1,"37,490","61,990",39%, 571.99 kWh,90,1 Year Warranty on Product
293,Panasonic 2 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,4.1,"58,600","65,400",10%, 1224.96 kWh, 151 - 200 ,1 Year Comprehensive Warranty
294,Whirlpool Convertible 4-in-1 Cooling 2023 Model 1 Ton 5 Star Split Inverter 6th Sense Technology AC  -...,4,"32,990","64,200",48%, 515.27 kWh,90,1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor
295,SAMSUNG Convertible 5-in-1 Cooling Mode 1.5 Ton 3 Star Split Inverter Anti Bacteria Filter AC  - White,4.4,"37,746","57,990",34%, 1044.19 kWh, 111 - 150 ,1 Year Standard Warranty on Product
296,Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,4,"42,990","63,400",32%, 774.19 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product
297,Thomson 2023 Model 2 Ton 3 Star Split Inverter AC  - White,3.9,"35,990","56,499",36%, 1209.32 kWh, 151 - 200 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
298,Godrej 2 Ton Split Inverter AC  - White,4.1,"44,490","60,990",27%, 151 - 200 sqft,,
299,Hisense 1.5 Ton 5 Star Split Inverter Smart AC with Wi-fi Connect  - White,4.1,"39,490","43,990",10%, 1500 kWh, 111 - 150 ,1 Year on Product
300,Voltas 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,4.2,"40,990","75,990",46%, 750.39 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
301,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,4.2,"40,900","75,990",46%, 892.9 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
302,"Godrej 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White, Gold",4.1,"40,878","55,900",26%, 840.2 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years on Compressor
303,Lloyd 2023 Model 2 Ton 3 Star Split Inverter AC  - White,4.2,"47,000","77,990",39%, 1261.37 kWh, 151 - 200 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
304,Blue Star 1.5 Ton 3 Star Split Inverter AC  - Silver,3.3,"39,034","63,250",38%, 1026.46 W, 111 - 150 ,1 Year Warranty on Product
305,Godrej 1.5 Ton 5 Star Split Inverter Convertible 5-in-1 Cooling With Anti-Virus Protection AC  - White...,4.2,"43,878","51,900",15%, 840.2 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years on Compressor
306,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,4,"34,490","62,990",45%, 998.42 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
307,Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"41,800","64,500",35%, 1024.34 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
308,"Blue Star Convertible 5 in 1 Cooling 2023 Model 0.9 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",4.1,"30,740","45,000",31%, 644.46 kWh,90,1 Year Warranty on Product
309,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,4.1,"47,990","67,200",28%, 1540 kWh, 111 - 150 ,1 Year Warranty on Product
310,Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,N/A,"63,400",N/A,N/A, 774.19 W, 111 - 150 ,1 Year Warranty on Product
311,ONIDA 1.6 Ton 4 Star Split Inverter AC  - White,4.2,"36,990","61,990",40%, 995.55 kWh, 151 - 200 ,1 Year on Product and 5 Year on Compressor from Onida
312,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,4.1,"52,400","80,500",34%, 785.67 kWh, 111 - 150 ,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
313,"SAMSUNG 1.5 Ton 3 Star Split Triple Inverter AC  - White, Blue",4.1,"37,953","54,990",30%, 1073.42 kWh, 111 - 150 ,10 Years on Compressor
314,"Panasonic Convertible 7-in-1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter with 2 Way Swing, PM 0.1...",4,"41,500","56,500",26%, 1002.72 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product
315,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with ...",4.1,"49,990","81,990",39%, 685.26 kWh, 111 - 150 ,1 Year Warranty on Product
316,Hitachi 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,3.7,"48,000","72,900",34%, 813.13 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
317,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,4.1,"49,500","60,500",18%, 1575 kWh, 111 - 150 ,1 Year Warranty on Product
318,Godrej 1.4 Ton 5 Star Split Inverter AC  - White,3.9,"49,900",N/A,N/A, 690.34 W, 111 - 150 ,1 Year Warranty on Product
319,SAMSUNG Convertible 2 Ton 3 Star Split Inverter AC  - White,4.2,"77,990",N/A,N/A, 1145.22 kWh, 151 - 200 ,1 Year Standard Warranty on Product
320,"IFB FastCool Convertible 8-in-1 Cooling, 2023 Model 1.5 Ton 3 Star Split Inverter 7 Stage Air Treatmen...",3.8,"39,500","52,500",24%, 1005.73 kWh, 111 - 150 ,1 Year Warranty on Product
321,MOTOROLA 2 Ton 3 Star Split Dual Inverter Smart AC with Wi-fi Connect  - Silver,4.2,"34,214","60,899",43%, 1356.23 kWh, 151 - 200 ,1 year on product and 10 years on compressor
322,NU 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,3.3,"35,990","55,899",35%, 759.56 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
323,Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"37,890","63,100",39%, 1012.62 W, 111 - 150 ,1 Year Warranty on Product
324,LG 2023 Model Super Convertible 5-in-1 Cooling 1.5 Ton 3 Star Split Inverter HD Filter with Anti-Virus...,4.2,"35,999","68,990",47%, 1050.84 kWh, 111 - 150 ,1 Year Warranty on Product
325,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,4.3,"36,999","58,990",37%, 5800 kWh, 111 - 150 ,1 Year Comprehensive Warranty on AC and 10 Years on Compressor From Lloyd
326,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,N/A,"47,800","75,400",36%, 774.88 W, 111 - 150 ,1 Year Warranty on Product
327,Daikin 1 Ton 5 Star Split Inverter AC with PM 2.5 Filter with Wi-fi Connect  - White,N/A,"44,799","58,800",23%, 523.54 kWh,90,1 Year Warranty on Product
328,Godrej 1.5 Ton Split Inverter AC  - White,N/A,"40,599","65,900",38%, 111 - 150 sqft,,
329,Hitachi 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,4,"45,100","74,100",39%, 813.13 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
330,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",4.1,"41,173","62,500",34%, 1002.84 kWh, 111 - 150 ,1 Year Warranty on Product
331,Panasonic 1.5 Ton 5 Star Split Inverter AC  - White,N/A,"48,700","65,600",25%, 774.19 W, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
332,Godrej 1.5 Ton 5 Star Split Inverter AC  - White,4.2,"40,681","54,900",25%, 865.83 kWh, 111 - 150 ,1 Year on Product and Condenser Coil Warranty and 10 Years on Compressor from Godrej
333,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,4.1,"34,990","60,900",42%, 743.96 kWh, 111 - 150 ,1 Year on Product 5 Years on Compressor Manufacturer Warranty from Lloyd
334,SAMSUNG 1.5 Ton 3 Star Split AC  - White,4.3,"47,777","52,990",9%, 1620 kWh, 111 - 150 ,1 Year Standard Warranty on Product and 10 Years Warranty on Compressor From Samsung
335,Hitachi 1.8 Ton 4 Star Split Inverter AC  - White,N/A,"64,500","90,500",28%, 1101.16 W, 151 - 200 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
336,Daikin 1.5 Ton 3 Star Split AC with PM 2.5 Filter  - White,4,"40,536","55,589",27%, 989.31 kWh, 111 - 150 ,1 Year Warranty on Product and 5 Years on Compressor
337,Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,N/A,"48,900","75,400",35%, 813.13 W, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
338,Voltas 1.5 Ton Split Inverter Expandable AC  - White,3.7,"37,499","62,990",40%, 111 - 150 sqft,,
339,Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,N/A,"48,400","75,400",35%, 758.52 W, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
340,Panasonic 2 Ton 3 Star Split Inverter AC  - White,N/A,"57,600","70,500",18%, 1234.99 W, 151 - 200 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
341,Voltas 2023 Model 2 Ton 5 Star Split Inverter AC  - White,4.2,"58,990","90,000",34%, 959.19 kWh, 151 - 200 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
342,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,4,"45,990","67,200",31%, 785.67 kWh, 111 - 150 ,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
343,Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"39,390","65,000",39%, 1012.62 W, 111 - 150 ,1 Year Warranty on Product
344,CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,4.3,"38,394","57,500",33%, 0 kWh, 111 - 150 ,1 Year on Complete Unit and 10 Years on Compressor
345,Voltas 2023 Model 1 Ton 3 Star Split Inverter AC  - White,4.2,"29,999","56,990",47%, 672.93 kWh,90,1 Year Warranty on Product and 10 Years Warranty on Compressor
346,Panasonic 1.5 Ton 5 Star Split Inverter AC  - White,4.4,"44,934","57,500",21%, 846.85 kWh, 111 - 150 ,1 Year Comprehensive and 10 Years on Compressor Warranty from Panasonic
347,Daikin 1.8 Ton 3 Star Split Inverter AC  - White,N/A,"51,990","69,300",24%, 1202.77 kWh, 151 - 200 ,1 Year Warranty on Product and 10 Years on Compresser
348,CARRIER 2 Ton 3 Star Split Inverter AC  - White,N/A,"50,950","82,490",38%, 1257.12 kWh, 151 - 200 ,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
349,Hitachi 1.5 Ton 3 Star Split AC  - White,N/A,"41,800","52,500",20%, 1039.62 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 5 Years Compressor Warranty
350,Haier 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"33,990","80,500",57%, 925.24 W, 111 - 150 ,1 Year Warranty on Product and 12 Years Warranty on Compressor
351,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,N/A,"44,490","80,000",44%, 776.36 W, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
352,"MOTOROLA Multi-Convertible 1.5 Ton 3 Star Split Inverter AC  - Indoor Unit-Silver, Outdoor Unit-White",4.2,"35,554","53,999",34%, 1620 kWh, 111 - 150 ,1 Year on Product and 10 Years on Compressor
353,Panasonic Convertible 7-in-1 with Additional AI Mode Hot & Cold 2023 Model 2 Ton 3 Star Split Inverter...,4.1,"57,990","76,900",24%, 1170.01 kWh, 151 - 200 ,1 Year Comprehensive Warranty on Product
354,SAMSUNG Super Convertible 6-in-1 Cooling 1.5 Ton 5 Star Split Inverter WINDFREE Technology AC  - White,4.3,"49,400","75,990",34%, 806.28 kWh, 111 - 150 ,1 Year Standard Warranty on Product and 10 Years Warranty on Compressor From Samsung
355,Lloyd Stellar 6 in 1 Convertible 2024 Model 1.5 Ton 5 Star Split Inverter Mood Lighting + Door Open Al...,3.6,"49,990","81,990",39%, 759.37 W, 111 - 150 ,1 Year Warranty on Product
356,Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.6,"40,800","63,100",35%, 1024.34 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
357,Blue Star 2023 Model 1 Ton 5 Star Split Inverter AC  - White,3.9,"38,990","62,000",37%, 517.12 kWh,90,1 Year Warranty on Product
358,Voltas 1 Ton 3 Star Split AC  - White,4.2,"30,499","46,000",33%, 0 kWh,90,1 Year on Product and 5 Years on Compressor from Voltas
359,MOTOROLA 1.5 Ton 5 Star Split Dual Inverter Smart AC with Wi-fi Connect  - Silver,4.2,"29,548","56,549",47%, 865.7 kWh, 111 - 150 ,1 year on product and 10 years on compressor
360,Godrej 1.5 Ton Split Inverter AC  - White (Chrome),N/A,"31,700","45,900",30%, 111 - 150 sqft,,
361,Hitachi 2023 Model 1 Ton 3 Star Split Inverter AC  - White,4.1,"34,490","54,300",36%, 669.16 kWh,90,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
362,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,4,"41,299","67,790",39%, 1017.95 kWh, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
363,Daikin 1.5 Ton 3 Star Split Inverter AC  - White,3.3,"39,199","85,400",54%, 966.47 W, 111 - 150 ,1 Year Comprehensive Warranty on AC 
364,Daikin 1 Ton 3 Star Split Inverter AC  - White,N/A,"32,990","46,000",28%, 656.44 W,90,1 Year Warranty on Product and 5 Years Warranty on Compressor
365,Lloyd Stellar 6 in 1 Convertible 2024 Model 1.5 Ton 5 Star Split Inverter Mood Lighting + Door Open Al...,3.6,"49,990","81,990",39%, 759.37 W, 111 - 150 ,1 Year Warranty on Product
366,CARRIER 1.5 Ton 3 Star Split AC  - White,4.3,"39,990","63,690",37%, 1118 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 5 Years on Compressor
367,Whirlpool 2023 Model 4 in 1 Convertible Cooling 1.5 Ton 5 Star Split Inverter AC  - White,4.1,"43,500","70,500",38%, 826.39 kWh, 111 - 150 ,1 year comprehensive+5year on compressor
368,Lloyd 2023 Model 0.8 Ton 3 Star Split Inverter AC  - White,4.1,"28,990","47,990",39%, 549.06 kWh,90,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
369,"Hitachi 1.5 T 5 Star Split Inverter AC  - White, Gold",4,"41,990","65,300",35%, 780.6 kWh, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
370,CARRIER Flexicool Convertible 4-in-1 Cooling 1.5 Ton 4 Star Split Inverter Dual Filtration with HD and...,4.2,"38,499","68,490",43%, 974.21 kWh, 111 - 150 ,1 Year warranty on Product
371,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 4 Star Split Dual Inverter 4 Way Swing, HD Filter ...",4.1,"42,790","81,990",47%, 838.67 W, 111 - 150 ,1 Year Warranty on Product
372,Godrej 1 Ton 3 Star Split Inverter AC  - White,4.1,"29,599","42,900",31%, 752.71 kWh,90,1 Year Warranty on Product and 10 Years on Compressor
373,Panasonic 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"37,979","55,400",31%, 1001.91 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor
374,"Haier Frost Self-Clean 2023 Model 1 Ton 3 Star Split Inverter Cooling at Extreme Temperature, Super An...",4,"31,000","60,500",48%, 688.52 kWh,90,1 Year Comprehensive Warranty on Product and 12 Years Warranty on Compressor
375,CARRIER 2024 Model AI Flexicool Convertible 6-in-1 Cooling 1 Ton 5 Star Split Inverter Dual Filtration...,4.2,"42,300","64,900",34%, 536.2 W,90,1 Year Warranty on Product
376,Hisense 1 Ton 5 Star Split Inverter Smart AC with Wi-fi Connect  - White,4,"35,544","37,990",6%, 925 kWh,90,1 Year on Product
377,Daikin 1.5 Ton 3 Star Split AC  - White,4.3,"40,351","55,600",27%, 989.31 kWh, 111 - 150 ,1 Year Comprehensive Warranty on AC and 5 Years on Compressor
378,Daikin 1.8 Ton 3 Star Hot and Cold Split Inverter AC  - White,3.8,"58,950","76,600",23%, 1057.21 kWh, 151 - 200 ,1 Year on Product
379,Electrolux Convertible 1 Ton 5 Star Split Inverter Expandable Anti-bacterial & PM2.5 Filter with Plasm...,3,"39,599","62,990",37%, 518.39 kWh,90,1 Year Standard Warranty on Product; 10 Years Warranty on Compressor; 5 Years Warranty on  PCB
380,"Hitachi 1.8 Ton 4 Star Split Inverter AC  - White, Gold",N/A,"50,990","86,900",41%, 1084.82 kWh, 151 - 200 ,1 Year Warranty on Complete Unit
381,Whirlpool 4 in 1 Convertible Cooling 1.5 Ton 5 Star Split Inverter AC  - White,4.1,"43,500","64,500",32%, 1230 kWh, 111 - 150 ,1 Year Warranty on Product
382,Haier 1.5 Ton 3 Star Split Inverter AC  - White,5,"35,000","65,000",46%, 1029.15 W, 111 - 150 ,1 Year Warranty on Product and 12 Years Warranty on Compressor
383,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Dual Inverter 4 Way Swing, HD Filter ...",3.9,"49,690","91,990",45%, 744.99 W, 111 - 150 ,1 Year Warranty on Product
384,"Hitachi 1.8 Ton 4 Star Split Inverter AC  - White, Gold",N/A,"50,990","86,900",41%, 1084.82 kWh, 151 - 200 ,1 Year Warranty on Complete Unit
385,Whirlpool 4 in 1 Convertible Cooling 1.5 Ton 5 Star Split Inverter AC  - White,4.1,"43,500","64,500",32%, 1230 kWh, 111 - 150 ,1 Year Warranty on Product
386,Haier 1.5 Ton 3 Star Split Inverter AC  - White,5,"35,000","65,000",46%, 1029.15 W, 111 - 150 ,1 Year Warranty on Product and 12 Years Warranty on Compressor
387,Voltas 2023 Model 2 Ton 3 Star Split AC  - White,4.3,"49,470","81,990",39%, 1323.72 kWh, 151 - 200 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
388,"IFB FastCool Convertible 8-in-1 Cooling, 2023 Model 1 Ton 2 Star Split Inverter Smart Ready, 7 Stage A...",4.4,"31,490","39,990",21%, 773.19 kWh,90,1 Year Warranty on Product
389,Godrej 4-Way Air Swing 1.5 Ton 3 Star Split with Anti-Dust Filter AC  - White,4.1,"36,938","47,999",23%, 1045.04 kWh, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
390,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Dual Inverter 4 Way Swing, HD Filter ...",3.9,"49,690","91,990",45%, 744.99 W, 111 - 150 ,1 Year Warranty on Product
391,Daikin 1 Ton 3 Star Split Inverter AC  - White,2.3,"35,700","48,200",25%, 90 sqft or Below,,
392,LG 1.5 Ton 3 Star Split Inverter Convertible 5-in-1 Cooling HD Filter with Anti-Virus Protection AC  -...,4.1,"39,000","72,990",46%, 962.65 kWh, 111 - 150 ,1 Year on Product
393,Lloyd 1 Ton 5 Star Split Inverter AC  - White,4.2,"36,850","58,990",37%, 533.89 kWh,90,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
394,Voltas 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"43,430","79,990",45%, 1045.71 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
395,Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model 1.5 Ton 5 Star Split Inverter ...,4.1,"53,900","76,900",29%, 774.19 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product
396,LG 1.5 Ton 5 Star Split Inverter AC  - White,4.1,"51,300","65,900",22%, 685.26 kWh, 111 - 150 ,1 Year Warranty on Product
397,SAMSUNG Convertible 5-in-1 Cooling 2023 Model 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - Whi...,4.1,"36,990","55,999",33%, 624.48 kWh,90,1 Year Standard Warranty on Product and 10 Years Warranty on Compressor
398,Daikin 1.5 Ton 3 Star Hot and Cold Split Inverter AC  - White,4.1,"42,490","61,300",30%, 881.05 W, 111 - 150 ,1 Year Warranty on Product
399,Voltas 1 Ton 3 Star Split Inverter AC  - White,4.2,"29,990","56,990",47%, 672.93 W,90,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
400,"Haier Heavy Duty 2023 Model 2 Ton 3 Star Split Inverter Frost Self Clean, Triple Inverter Plus Technol...",4,"49,990","82,990",39%, 1276.55 kWh, 151 - 200 ,5 Years Comprehensive Warranty and 12 Years Compressor Warranty
401,Daikin 1.8 Ton 1 Star Split AC with PM 2.5 Filter  - White,3.5,"43,990","61,600",28%, 1435.97 kWh, 151 - 200 ,1 Year Warranty on Product and 5 Years on Compressor
402,Daikin 1.5 Ton Split Inverter AC  - White,N/A,"38,290","58,400",34%, 111 - 150 sqft,,
403,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with ...",4.3,"51,800","75,990",31%, 685.26 kWh, 111 - 150 ,1 Year Warranty on Product
404,CARRIER 2023 Model HD Filteration 1.5 Ton 3 Star Split AI Flexicool Inverter With Auto Cleanser AC  - ...,4.3,"35,500","68,990",48%, 1575 kWh, 111 - 150 ,1 Year Warranty on Product
405,Daikin 1.5 Ton 3 Star Split AC with PM 2.5 Filter  - White,4.3,"46,130","50,899",9%, 111 - 150 sqft,,
406,Godrej 5-In-1 Convertible Cooling 2023 Model 2 Ton 5 Star Split Inverter with 4-way Air Swing AC AC  -...,3.8,"49,490","69,000",28%, 916.68 kWh, 151 - 200 ,10 years warranty on Inverter compressor
407,Daikin 1.5 Ton Split Inverter AC  - White,N/A,"39,190","58,400",32%, 111 - 150 sqft,,
408,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,4.6,"44,990","72,375",37%, 783.33 W, 111 - 150 ,1 Year Warranty on Product
409,Hitachi 1.5 Ton 3 Star Split AC  - White,2.9,"41,500","50,600",17%, 1703.04 kWh, 111 - 150 ,1 Year on Product and 10 Years on Compressor from Hitachi
410,Lloyd 2023 Model 1 Ton 3 Star Split AC  - White,4.2,"34,990","41,990",16%, 709.86 kWh,90,1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor
411,Daikin 1.5 Ton 3 Star Split AC  - White,3.9,"37,218","42,990",13%, 0 kWh, 111 - 150 ,1 Year on Product and 5 Years on Compressor from Daikin
412,Daikin 1.5 Ton 3 Star Split Inverter AC  - White,4.3,"39,490","48,000",17%, 1045 kWh, 111 - 150 ,1 Year Warranty on Product
413,Daikin 1 Ton 3 Star Split Inverter with PM 2.5 Filter AC with PM 2.5 Filter  - White,3.8,"38,990","48,200",19%, 682.27 kWh,90,1 Year Warranty on Product
414,Lloyd 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,4.2,"41,809","61,990",32%, 1002.76 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
415,Daikin 1 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White,3.9,"47,500","67,500",29%, 418.52 kWh,90,1 Year Warranty on Product
416,Voltas 1 Ton 3 Star Split Inverter AC  - White,3.8,"29,900","56,990",47%, 682.59 kWh,90,1 Year Warranty on Product and 10 Years Warranty on Compressor
417,Haier 1.5 Ton 4 Star Split Triple Inverter AC  - White,N/A,"39,490","47,990",17%, 913 W, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
418,CARRIER Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split AI Flexicool Inverter Dual Filtrati...,3.9,"41,990","76,090",44%, 754.05 kWh, 111 - 150 ,1 Year Warranty on Product
419,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,3.9,"46,890","80,000",41%, 785.67 kWh, 111 - 150 ,1 Year on Product
420,SAMSUNG 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,4.8,"49,500","71,990",31%, 749.48 kWh, 111 - 150 ,1 Year Standard Warranty on Product and 10 Years Warranty on Compressor
421,Voltas 2023 Model 2 Ton 3 Star Split Inverter AC  - White,4.2,"44,999","79,990",43%, 1220.59 kWh, 151 - 200 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
422,Blue Star 2 Ton 3 Star Split Inverter AC  - White,4,"57,800","62,500",7%, 1251.08 W, 151 - 200 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
423,SAMSUNG 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,2.3,"49,075","75,990",35%, 749.48 W, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
424,Voltas 2023 Model 1 Ton 3 Star Split Inverter AC  - White,3.9,"30,499","56,990",46%, 669.81 kWh,90,1 Year Warranty on Product and 10 Years Warranty on Compressor
425,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"34,900","68,990",49%, 951.47 W, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
426,TOSHIBA 1 Ton 3 Star Split AC  - White,3.1,"38,799","38,800",N/A, 731.53 kWh,90,1 Year on Product and 5 Years on Compressor from Date of Purchase
427,LG 1.5 Ton 5 Star Split Dual Inverter AC with Wi-fi Connect  - White,4.2,"46,990","77,990",39%, 818.81 kWh, 111 - 150 ,1 Year Warranty on Product
428,Daikin 2.02 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,3.8,"64,790","86,800",25%, 1372.85 kWh,,
429,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,4.2,"43,900","50,000",12%, 841.67 kWh, 111 - 150 ,1 Year on Product
430,Hitachi 3400FXL 2023 Model 1.5 Ton 3 Star Split Inverter ir throw with Hexa Sensor Technology AC  - Wh...,3.9,"37,490","63,100",40%, 1012.62 W, 111 - 150 ,1 Year Warranty on Product
